,hand,flowers,score,wind,dir,flowernum,pairs,pongs,kongs,halfchi,suites missing
132,"['tong1', 'tong2', 'tiao5', 'tiao5', 'tiao6', 'tiao6', 'tiao8', 'wan2', 'wan2', 'wan6', 'wan7', 'xi', 'hz']",['flower2'],14,2,2,1,3,0,0,6,0
133,"['tong1', 'tong2', 'tong5', 'tong8', 'tong9', 'tiao1', 'tiao1', 'wan2', 'wan5', 'dong', 'nan', 'bei', 'bei']",[],8,1,2,0,2,0,0,2,0
134,"['tong7', 'tong8', 'tiao2', 'tiao6', 'wan1', 'wan2', 'wan4', 'wan7', 'wan7', 'dong', 'nan', 'xi', 'fc']","['flower1', 'flower4']",6,4,3,2,1,0,0,3,0
135,"['tong1', 'tong6', 'tong8', 'tong9', 'tiao3', 'tiao5', 'tiao6', 'tiao9', 'wan1', 'wan5', 'wan7', 'nan', 'bei']",[],6,4,3,0,0,0,0,5,0
136,"['tong1', 'tong2', 'tong6', 'tiao2', 'tiao2', 'tiao8', 'wan2', 'wan3', 'wan4', 'wan5', 'wan9', 'bb', 'fc']",['flower1'],6,3,2,1,1,0,0,4,0
137,"['tong2', 'tong4', 'tong4', 'tong4', 'tong8', 'tiao1', 'tiao2', 'tiao8', 'tiao8', 'wan5', 'xi', 'hz', 'bb']",['flower3'],9,2,1,1,2,1,0,2,0
138,"['tong1', 'tong2', 'tong2', 'tong4', 'tong8', 'tong8', 'tiao1', 'tiao5', 'wan1', 'wan7', 'dong', 'nan', 'fc']",['flower3'],7,2,4,1,2,0,0,3,0
139,"['tong2', 'tong4', 'tong4', 'tiao1', 'tiao2', 'tiao5', 'wan1', 'wan2', 'wan4', 'wan4', 'xi', 'bei', 'bb']","['flower2', 'flower3']",9,3,4,2,2,0,0,4,0
140,"['tong3', 'tong4', 'tong7', 'tong8', 'tiao2', 'tiao3', 'tiao4', 'tiao7', 'tiao9', 'wan1', 'wan4', 'wan5', 'bei']",['flower2'],6,1,1,1,0,0,0,6,0
141,"['tong1', 'tong5', 'tong6', 'tong8', 'tiao3', 'tiao4', 'tiao7', 'wan1', 'wan7', 'wan9', 'nan', 'hz', 'fc']",[],5,4,4,0,0,0,0,4,0
142,"['tong1', 'tong6', 'tong8', 'tong9', 'tiao1', 'wan3', 'wan4', 'wan6', 'wan6', 'wan9', 'bei', 'hz', 'fc']",['flower3'],6,4,4,1,1,0,0,4,0
143,"['tong4', 'tong7', 'tong7', 'tong8', 'tiao1', 'tiao3', 'tiao4', 'tiao6', 'tiao7', 'wan1', 'wan3', 'wan7', 'bb']",['flower3'],10,4,3,1,1,0,0,7,0
144,"['tong1', 'tong7', 'tong7', 'tong9', 'tiao1', 'tiao7', 'tiao8', 'tiao9', 'wan1', 'wan7', 'wan8', 'dong', 'bei']",['flower3'],7,4,1,1,1,0,0,5,0
145,"['tong1', 'tong2', 'tong2', 'tong4', 'tong7', 'tong9', 'tiao1', 'tiao7', 'wan6', 'wan9', 'nan', 'xi', 'bei']",[],7,1,2,0,1,0,0,4,0
146,"['tong4', 'tiao3', 'tiao5', 'tiao8', 'wan1', 'wan3', 'wan3', 'wan7', 'wan9', 'dong', 'nan', 'bb', 'fc']",['flower1'],5,4,2,1,1,0,0,3,0
147,"['tiao1', 'tiao2', 'tiao3', 'tiao4', 'tiao7', 'tiao8', 'tiao9', 'wan2', 'wan4', 'wan5', 'wan9', 'dong', 'bb']",['flower3'],12,3,4,1,0,0,0,7,1
148,"['tong2', 'tong2', 'tong8', 'tong8', 'tiao2', 'tiao2', 'wan1', 'wan1', 'wan1', 'wan2', 'wan3', 'xi', 'xi']",['flower4'],19,4,1,1,5,1,0,4,0
149,"['tong4', 'tong4', 'tong6', 'tiao2', 'tiao6', 'tiao7', 'wan1', 'wan8', 'dong', 'xi', 'bei', 'hz', 'hz']",['flower2'],10,2,2,1,2,0,0,3,0
150,"['tong3', 'tong4', 'tiao1', 'tiao5', 'tiao6', 'tiao8', 'wan5', 'wan6', 'wan7', 'nan', 'bei', 'hz', 'fc']",['flower2'],5,4,1,1,0,0,0,5,0
151,"['tong6', 'tong7', 'tong9', 'tiao1', 'tiao2', 'tiao2', 'tiao6', 'tiao7', 'wan1', 'wan3', 'dong', 'nan', 'nan']",['flower4'],11,3,4,1,2,0,0,5,0
152,"['tong9', 'tiao2', 'tiao3', 'tiao5', 'tiao5', 'tiao9', 'tiao9', 'wan3', 'wan6', 'wan8', 'nan', 'bei', 'hz']",[],8,4,1,0,2,0,0,3,0
153,"['tong2', 'tong2', 'tong6', 'tong7', 'tiao5', 'tiao7', 'wan1', 'wan2', 'wan2', 'wan3', 'wan6', 'xi', 'bb']",[],10,2,4,0,2,0,0,5,0
154,"['tong2', 'tong6', 'tong7', 'tong9', 'tiao1', 'tiao3', 'tiao4', 'tiao9', 'wan2', 'wan3', 'wan5', 'hz', 'fc']",[],7,4,2,0,0,0,0,6,0
155,"['tong2', 'tong6', 'tong7', 'tong9', 'tiao1', 'tiao2', 'tiao3', 'tiao5', 'tiao6', 'wan4', 'wan4', 'wan5', 'wan7']",[],12,1,4,0,1,0,0,9,0
156,"['tong2', 'tong9', 'tiao1', 'tiao3', 'tiao4', 'tiao7', 'tiao9', 'wan1', 'wan3', 'wan6', 'dong', 'bei', 'bb']",[],5,4,1,0,0,0,0,4,0
157,"['tong2', 'tong5', 'tong6', 'tong6', 'tong8', 'tiao1', 'tiao3', 'tiao3', 'wan1', 'wan2', 'wan3', 'wan6', 'bb']",['flower1'],11,1,4,1,2,0,0,6,0
158,"['tong6', 'tiao2', 'tiao4', 'tiao5', 'tiao7', 'wan2', 'wan2', 'wan4', 'wan5', 'wan6', 'nan', 'hz', 'hz']",['flower4'],12,2,3,1,2,0,0,7,0
159,"['tong2', 'tong3', 'tong6', 'tong7', 'tiao4', 'tiao8', 'tiao9', 'wan3', 'dong', 'bei', 'hz', 'bb', 'fc']",[],4,4,2,0,0,0,0,3,0
160,"['tong2', 'tong3', 'tong4', 'tiao2', 'tiao3', 'tiao5', 'tiao8', 'wan3', 'wan4', 'wan6', 'wan7', 'xi', 'xi']",[],11,3,1,0,1,0,0,7,0
161,"['tong3', 'tong5', 'tong6', 'tiao2', 'tiao8', 'tiao9', 'wan1', 'wan7', 'wan9', 'nan', 'xi', 'hz', 'fc']",['flower1'],4,3,4,1,0,0,0,4,0
162,"['tong1', 'tong4', 'tong5', 'tong7', 'tong8', 'tong9', 'tiao1', 'tiao8', 'wan1', 'wan5', 'wan7', 'dong', 'dong']",[],9,1,3,0,1,0,0,5,0
163,"['tong3', 'tong5', 'tong8', 'tiao6', 'tiao8', 'tiao9', 'wan4', 'wan5', 'wan5', 'wan8', 'wan8', 'nan', 'bb']",['flower1'],8,3,3,1,2,0,0,4,0
164,"['tong6', 'tong6', 'tiao1', 'tiao4', 'tiao6', 'tiao7', 'tiao7', 'wan3', 'wan5', 'wan8', 'xi', 'hz', 'fc']",[],8,1,1,0,2,0,0,3,0
165,"['tong2', 'tiao2', 'tiao2', 'tiao5', 'tiao6', 'tiao9', 'wan1', 'wan3', 'wan8', 'wan9', 'nan', 'hz', 'hz']",['flower4'],8,3,1,1,2,0,0,3,0
166,"['tong1', 'tong2', 'tong8', 'tiao3', 'tiao3', 'tiao4', 'tiao8', 'wan1', 'wan3', 'wan5', 'hz', 'bb', 'fc']","['flower1', 'flower4']",8,4,3,2,1,0,0,5,0
167,"['tong3', 'tong9', 'tiao1', 'tiao2', 'tiao6', 'tiao9', 'wan1', 'wan6', 'wan8', 'nan', 'nan', 'bb', 'fc']",[],6,3,1,0,1,0,0,2,0
168,"['tong2', 'tong2', 'tong2', 'tong5', 'tong5', 'tong7', 'tong8', 'tiao7', 'tiao8', 'tiao9', 'wan4', 'dong', 'nan']",[],13,3,4,0,2,1,0,5,0
169,"['tong5', 'tiao6', 'tiao8', 'tiao8', 'wan2', 'wan5', 'wan6', 'wan7', 'xi', 'bei', 'bei', 'hz', 'bb']",['flower3'],10,3,3,1,2,0,0,3,0
170,"['tong3', 'tong4', 'tiao1', 'tiao4', 'tiao7', 'tiao9', 'wan5', 'wan8', 'nan', 'xi', 'bei', 'fc', 'fc']",[],6,2,4,0,1,0,0,2,0
171,"['tong3', 'tiao9', 'wan1', 'wan2', 'wan3', 'wan4', 'wan5', 'wan6', 'dong', 'xi', 'hz', 'bb', 'bb']",['flower4'],9,3,4,1,1,0,0,5,0
172,"['tong1', 'tong2', 'tong2', 'tong4', 'tong6', 'tong6', 'tiao3', 'tiao8', 'tiao8', 'wan3', 'wan5', 'wan9', 'bb']",['flower4'],12,4,1,1,3,0,0,5,0
173,"['tong1', 'tong2', 'tong8', 'tiao3', 'tiao4', 'tiao7', 'tiao7', 'tiao7', 'tiao8', 'wan4', 'wan7', 'bei']","['flower3', 'flower4']",10,1,1,2,1,1,0,5,0
174,"['tong1', 'tiao3', 'tiao5', 'tiao8', 'wan2', 'wan2', 'wan3', 'wan4', 'wan6', 'wan8', 'hz', 'bb', 'fc']",['flower2'],9,2,4,1,1,0,0,6,0
175,"['tong2', 'tong4', 'tong6', 'tong7', 'tiao3', 'tiao8', 'wan3', 'wan4', 'wan4', 'wan9', 'hz', 'bb', 'fc']",[],7,2,2,0,1,0,0,4,0
176,"['tong1', 'tong9', 'tiao7', 'tiao7', 'tiao9', 'tiao9', 'wan5', 'wan5', 'wan6', 'wan6', 'wan8', 'wan9', 'dong']",['flower2'],16,4,2,1,4,0,0,7,0
177,"['tong6', 'tong8', 'tiao1', 'tiao2', 'tiao2', 'tiao5', 'wan2', 'wan2', 'wan8', 'wan8', 'xi', 'hz', 'bb']",[],9,1,4,0,3,0,0,2,0
178,"['tong4', 'tong5', 'tiao2', 'tiao2', 'tiao4', 'tiao6', 'wan1', 'wan4', 'wan5', 'dong', 'xi', 'bei', 'hz']",['flower2'],7,3,3,1,1,0,0,5,0
179,"['tong3', 'tong6', 'tong9', 'tiao1', 'tiao2', 'tiao6', 'tiao7', 'wan5', 'wan6', 'wan6', 'wan7', 'bei', 'fc']",[],8,4,4,0,1,0,0,5,0
180,"['tong2', 'tong5', 'tong9', 'tong9', 'tiao2', 'tiao3', 'tiao5', 'tiao9', 'wan1', 'wan4', 'wan9', 'wan9', 'fc']",[],7,4,4,0,2,0,0,2,0
181,"['tong4', 'tiao1', 'tiao2', 'tiao3', 'tiao3', 'tiao4', 'tiao6', 'tiao8', 'wan5', 'wan5', 'wan9', 'dong', 'fc']",['flower2'],11,2,1,1,2,0,0,6,0
182,"['tong2', 'tong3', 'tong4', 'tong7', 'tong9', 'tiao3', 'tiao4', 'tiao7', 'tiao8', 'tiao9', 'wan9', 'nan', 'xi']",[],7,4,1,0,0,0,0,6,0
183,"['tong4', 'tong5', 'tong9', 'tiao3', 'tiao6', 'tiao8', 'wan3', 'wan6', 'wan7', 'wan8', 'wan8', 'bb', 'fc']",[],7,4,1,0,1,0,0,4,0
184,"['tong2', 'tong4', 'tong4', 'tong7', 'tiao1', 'tiao2', 'tiao5', 'tiao8', 'wan2', 'wan5', 'wan7', 'nan', 'fc']",[],6,2,1,0,1,0,0,3,0
185,"['tong2', 'tong4', 'tong4', 'tong6', 'tiao7', 'wan1', 'wan3', 'wan4', 'wan4', 'wan7', 'dong', 'xi', 'xi']",['flower3'],13,3,1,1,3,0,0,5,0
186,"['tong1', 'tong2', 'tong5', 'tong6', 'tiao2', 'tiao2', 'tiao3', 'tiao7', 'wan2', 'wan3', 'wan4', 'wan7', 'bb']",[],9,3,3,0,1,0,0,6,0
187,"['tong3', 'tong9', 'tiao3', 'tiao4', 'tiao7', 'tiao7', 'wan3', 'wan5', 'wan5', 'wan6', 'wan8', 'nan', 'bei']",['flower4'],9,2,1,1,2,0,0,5,0
188,"['tong4', 'tong7', 'tiao1', 'tiao2', 'tiao2', 'wan3', 'wan3', 'wan6', 'wan6', 'wan9', 'dong', 'bei', 'hz']",[],8,3,3,0,3,0,0,1,0
189,"['tong1', 'tong4', 'tong4', 'tong8', 'tiao4', 'tiao5', 'tiao5', 'tiao6', 'wan1', 'wan8', 'wan9', 'nan', 'xi']",['flower3'],8,2,2,1,2,0,0,4,0
190,"['tong2', 'tong3', 'tong6', 'tiao1', 'tiao2', 'tiao6', 'wan3', 'wan4', 'wan8', 'wan8', 'xi', 'bei', 'fc']",[],6,1,3,0,1,0,0,3,0
191,"['tong1', 'tong3', 'tong4', 'tong6', 'tong8', 'tiao8', 'wan3', 'wan6', 'dong', 'dong', 'xi', 'xi', 'bb']",['flower2'],10,1,1,1,2,0,0,4,0
192,"['tong2', 'tong4', 'tong9', 'tiao1', 'tiao2', 'tiao2', 'tiao8', 'tiao9', 'wan3', 'wan7', 'dong', 'fc', 'fc']",['flower2'],9,2,4,1,2,0,0,3,0
193,"['tong3', 'tong7', 'tong8', 'tong9', 'tiao1', 'tiao5', 'tiao8', 'wan1', 'wan2', 'wan2', 'wan5', 'wan5', 'fc']",['flower1'],8,3,1,1,2,0,0,3,0
194,"['tong5', 'tong8', 'tiao1', 'tiao7', 'tiao7', 'tiao8', 'wan1', 'wan2', 'wan2', 'wan3', 'wan5', 'wan7', 'bei']","['flower1', 'flower3', 'flower4']",13,1,4,3,2,0,0,7,0
195,"['tong4', 'tong5', 'tong7', 'tiao5', 'tiao9', 'wan3', 'wan3', 'wan4', 'wan8', 'dong', 'xi', 'xi', 'bei']",[],10,4,3,0,2,0,0,4,0
196,"['tong2', 'tong5', 'tong7', 'tong8', 'tiao2', 'tiao8', 'wan2', 'wan3', 'wan4', 'nan', 'nan', 'xi', 'hz']",[],8,3,1,0,1,0,0,4,0
197,"['tong2', 'tong7', 'tong9', 'tiao1', 'tiao1', 'tiao2', 'tiao4', 'tiao8', 'wan8', 'wan8', 'bei', 'hz', 'bb']",['flower1'],9,3,1,1,2,0,0,4,0
198,"['tong3', 'tong6', 'tiao1', 'tiao4', 'tiao5', 'tiao8', 'tiao9', 'wan2', 'wan5', 'wan7', 'dong', 'xi', 'fc']","['flower2', 'flower4']",4,4,1,2,0,0,0,3,0
199,"['tong1', 'tong7', 'tong8', 'tiao1', 'tiao3', 'tiao4', 'tiao4', 'tiao6', 'tiao7', 'tiao9', 'tiao9', 'dong', 'hz']",['flower4'],16,4,2,1,2,0,0,7,1
200,"['tong2', 'tong5', 'tong9', 'tiao3', 'tiao4', 'tiao4', 'tiao7', 'tiao7', 'wan3', 'bei', 'bei', 'bb', 'fc']",[],9,3,3,0,3,0,0,1,0
201,"['tong2', 'tong7', 'tong7', 'tong8', 'tong8', 'tiao6', 'tiao6', 'tiao6', 'wan3', 'wan4', 'dong', 'bei', 'fc']",[],13,1,2,0,3,1,0,3,0
202,"['tong1', 'tong3', 'tiao3', 'tiao4', 'tiao5', 'tiao7', 'wan1', 'wan2', 'wan3', 'wan4', 'wan4', 'wan4', 'fc']","['flower1', 'flower2']",13,1,4,2,1,1,0,7,0
203,"['tong4', 'tong5', 'tong6', 'tiao1', 'tiao2', 'tiao5', 'tiao7', 'wan4', 'wan4', 'wan7', 'nan', 'bei', 'fc']",['flower1'],6,3,4,1,1,0,0,4,0
204,"['tong4', 'tong7', 'tong9', 'tiao1', 'tiao7', 'tiao8', 'tiao9', 'wan7', 'wan9', 'nan', 'nan', 'bb', 'fc']",[],8,2,3,0,1,0,0,4,0
205,"['tong4', 'tong8', 'tong8', 'tiao4', 'tiao5', 'tiao8', 'tiao8', 'tiao9', 'xi', 'hz', 'bb', 'fc', 'fc']",[],15,3,4,0,3,0,0,3,1
206,"['tong1', 'tong1', 'tong3', 'tong3', 'tong9', 'tiao3', 'tiao4', 'tiao4', 'tiao6', 'wan1', 'wan7', 'dong', 'fc']",[],12,3,4,0,3,0,0,5,0
207,"['tong4', 'tong5', 'tong6', 'tong9', 'tiao3', 'tiao4', 'tiao6', 'wan4', 'wan5', 'dong', 'xi', 'bei', 'bb']","['flower3', 'flower4']",6,2,4,2,0,0,0,5,0
208,"['tong4', 'tong7', 'tong8', 'tiao1', 'tiao7', 'tiao8', 'tiao9', 'wan3', 'wan5', 'wan6', 'wan8', 'nan', 'fc']",['flower2'],7,4,2,1,0,0,0,6,0
209,"['tong1', 'tong3', 'tong6', 'tong7', 'tong8', 'tiao3', 'tiao4', 'tiao8', 'wan2', 'wan2', 'wan4', 'hz', 'bb']","['flower2', 'flower3']",9,2,1,2,1,0,0,6,0
210,"['tong4', 'tong6', 'tong6', 'tong7', 'tong8', 'tiao2', 'wan1', 'wan4', 'wan8', 'xi', 'bei', 'bei', 'fc']",['flower3'],9,4,2,1,2,0,0,4,0
211,"['tong3', 'tong4', 'tong9', 'tiao1', 'tiao7', 'wan2', 'wan2', 'wan5', 'wan6', 'wan7', 'wan9', 'wan9', 'xi']",[],9,4,1,0,2,0,0,4,0
212,"['tong2', 'tong5', 'tiao4', 'tiao7', 'wan1', 'wan1', 'wan4', 'wan7', 'wan8', 'wan9', 'wan9', 'nan', 'hz']",[],7,1,4,0,2,0,0,2,0
213,"['tong3', 'tong5', 'tong6', 'tiao2', 'tiao3', 'tiao4', 'tiao6', 'tiao9', 'tiao9', 'tiao9', 'wan1', 'wan4', 'nan']",[],11,4,1,0,1,1,0,5,0
214,"['tong4', 'tong5', 'tong8', 'tong9', 'tiao3', 'tiao8', 'wan1', 'wan9', 'dong', 'nan', 'nan', 'hz', 'fc']",[],6,3,3,0,1,0,0,2,0
215,"['tong2', 'tong3', 'tong7', 'tong7', 'tong9', 'tiao1', 'tiao5', 'tiao8', 'wan2', 'wan2', 'wan5', 'dong', 'fc']",['flower2'],8,2,3,1,2,0,0,3,0
216,"['tong3', 'tong6', 'tong7', 'tiao6', 'tiao7', 'tiao9', 'tiao9', 'wan1', 'wan2', 'wan4', 'wan8', 'wan9', 'dong']",['flower3'],8,4,4,1,1,0,0,6,0
217,"['tong2', 'tong2', 'tong4', 'tong5', 'tiao1', 'tiao9', 'tiao9', 'wan1', 'wan6', 'wan9', 'xi', 'hz', 'hz']",['flower2'],10,4,3,1,3,0,0,3,0
218,"['tong1', 'tong6', 'tiao1', 'tiao3', 'tiao8', 'tiao9', 'wan1', 'wan4', 'wan7', 'wan9', 'dong', 'dong', 'nan']",[],7,4,1,0,1,0,0,3,0
219,"['tong1', 'tong6', 'tiao2', 'tiao3', 'tiao4', 'tiao5', 'tiao8', 'tiao9', 'tiao9', 'wan3', 'wan9', 'wan9', 'fc']",['flower1'],9,1,4,1,2,0,0,4,0
220,"['tong1', 'tong9', 'tong9', 'tiao5', 'tiao6', 'tiao9', 'wan3', 'wan5', 'wan6', 'wan7', 'wan9', 'hz', 'fc']","['flower1', 'flower2', 'flower2']",8,2,3,3,1,0,0,5,0
221,"['tong5', 'tong5', 'tiao3', 'tiao7', 'tiao7', 'wan1', 'wan1', 'dong', 'xi', 'bei', 'bb', 'fc', 'fc']",[],10,3,4,0,4,0,0,0,0
222,"['tong7', 'tong7', 'tong8', 'tiao4', 'tiao8', 'tiao8', 'wan4', 'wan5', 'wan6', 'wan9', 'xi', 'bb', 'fc']",['flower3'],8,4,1,1,2,0,0,4,0
223,"['tong5', 'tong7', 'tong9', 'tiao4', 'tiao5', 'tiao9', 'wan1', 'wan4', 'wan6', 'wan6', 'bei', 'hz', 'fc']",['flower2'],6,4,3,1,1,0,0,4,0
224,"['tong1', 'tong2', 'tong3', 'tong4', 'tiao2', 'wan1', 'wan2', 'wan2', 'wan4', 'wan4', 'nan', 'bb', 'fc']","['flower2', 'flower4']",11,1,2,2,2,0,0,6,0
225,"['tong4', 'tong7', 'tong8', 'tiao1', 'tiao3', 'tiao4', 'tiao8', 'tiao8', 'wan1', 'wan3', 'wan8', 'wan8', 'bb']",[],9,4,3,0,2,0,0,4,0
226,"['tiao2', 'tiao3', 'tiao5', 'tiao6', 'tiao8', 'tiao9', 'tiao9', 'wan3', 'wan9', 'wan9', 'nan', 'fc', 'fc']",['flower4'],16,2,3,1,3,0,0,5,1
227,"['tong2', 'tong5', 'tong6', 'tong7', 'tiao2', 'tiao4', 'wan1', 'wan8', 'nan', 'xi', 'bb', 'bb']","['flower1', 'flower1', 'flower2']",6,3,4,3,1,0,0,3,0
228,"['tong2', 'tong4', 'tiao1', 'tiao1', 'tiao2', 'tiao5', 'tiao8', 'wan1', 'wan4', 'wan8', 'dong', 'hz', 'hz']",['flower1'],8,4,4,1,2,0,0,3,0
229,"['tong1', 'tong1', 'tong1', 'tong7', 'tiao2', 'tiao2', 'tiao7', 'wan6', 'wan8', 'wan9', 'bb', 'bb', 'fc']",['flower3'],12,1,2,1,3,1,0,2,0
230,"['tong1', 'tong1', 'tong5', 'tiao4', 'tiao7', 'tiao8', 'tiao9', 'wan1', 'wan8', 'dong', 'xi', 'fc', 'fc']","['flower2', 'flower3']",8,4,3,2,2,0,0,2,0
231,"['tong1', 'tong6', 'tiao1', 'tiao2', 'tiao5', 'tiao7', 'tiao8', 'tiao9', 'wan7', 'wan9', 'dong', 'fc', 'fc']",['flower3'],9,2,3,1,1,0,0,5,0
232,"['tong3', 'tong4', 'tong5', 'tiao1', 'tiao2', 'tiao4', 'tiao4', 'wan4', 'wan5', 'wan5', 'wan8', 'wan8', 'xi']",[],12,1,1,0,3,0,0,5,0
233,"['tong1', 'tong3', 'tong4', 'tong5', 'tong7', 'tong9', 'tong9', 'tiao6', 'tiao6', 'tiao9', 'wan3', 'wan7', 'xi']",[],10,3,4,0,2,0,0,5,0
234,"['tong4', 'tong6', 'tong8', 'tong9', 'tiao2', 'tiao5', 'tiao7', 'wan1', 'wan3', 'wan5', 'wan7', 'wan9', 'nan']",['flower2'],9,3,2,1,0,0,0,8,0
235,"['tong3', 'tong5', 'tong7', 'tiao3', 'tiao6', 'tiao6', 'wan1', 'wan2', 'wan2', 'wan3', 'nan', 'bb', 'bb']",['flower4'],12,2,3,1,3,0,0,5,0
236,"['tong5', 'tong6', 'tong6', 'tong9', 'tiao2', 'tiao4', 'tiao7', 'tiao8', 'wan1', 'wan1', 'wan2', 'bei']","['flower1', 'flower3']",11,3,1,2,2,0,0,5,0
237,"['tong7', 'tiao2', 'tiao3', 'tiao3', 'tiao7', 'wan1', 'wan6', 'wan8', 'wan9', 'nan', 'nan', 'hz']","['flower3', 'flower4']",9,3,2,2,2,0,0,3,0
238,"['tong1', 'tong2', 'tong3', 'tong7', 'tiao3', 'tiao7', 'tiao8', 'wan1', 'wan1', 'wan6', 'wan9', 'nan', 'fc']",[],6,2,3,0,1,0,0,3,0
239,"['tong1', 'tong2', 'tong4', 'tiao1', 'tiao6', 'tiao7', 'tiao8', 'wan4', 'wan4', 'wan4', 'dong', 'nan', 'hz']",['flower1'],9,2,3,1,1,1,0,4,0
240,"['tong7', 'tong7', 'tong8', 'tiao2', 'tiao3', 'tiao3', 'wan1', 'wan2', 'wan6', 'xi', 'bei', 'bb', 'fc']",[],9,2,3,0,2,0,0,4,0
241,"['tong1', 'tong2', 'tong3', 'tong5', 'tiao1', 'tiao5', 'tiao6', 'wan2', 'wan3', 'wan6', 'wan8', 'wan9', 'bei']",[],8,4,4,0,0,0,0,7,0
242,"['tong1', 'tong3', 'tong9', 'tong9', 'tiao2', 'tiao5', 'tiao8', 'wan2', 'wan2', 'wan4', 'hz', 'fc', 'fc']",[],11,4,1,0,3,0,0,3,0
243,"['tong3', 'tong4', 'tong5', 'tong6', 'tiao1', 'tiao2', 'tiao6', 'tiao7', 'wan5', 'wan7', 'wan8', 'nan', 'hz']",[],8,4,3,0,0,0,0,7,0
244,"['tong3', 'tong8', 'tiao1', 'tiao2', 'tiao3', 'tiao7', 'wan7', 'wan8', 'wan8', 'dong', 'bei', 'bb', 'fc']","['flower3', 'flower4']",7,3,3,2,1,0,0,3,0
245,"['tong2', 'tong5', 'tong7', 'tiao1', 'wan1', 'wan3', 'wan4', 'wan6', 'wan9', 'dong', 'xi', 'bb', 'bb']",[],8,2,2,0,1,0,0,4,0
246,"['tong1', 'tong2', 'tong6', 'tong9', 'tiao1', 'tiao7', 'tiao9', 'wan2', 'wan4', 'nan', 'bei', 'fc', 'fc']",[],7,4,3,0,1,0,0,3,0
247,"['tong2', 'tong6', 'tiao4', 'tiao5', 'tiao6', 'tiao9', 'wan3', 'wan7', 'nan', 'xi', 'hz', 'bb', 'fc']",[],3,2,1,0,0,0,0,2,0
248,"['tong1', 'tong3', 'tong3', 'tong4', 'tong6', 'tong7', 'tong8', 'tiao7', 'tiao7', 'wan3', 'wan9', 'dong', 'bb']",['flower2'],10,4,3,1,2,0,0,6,0
249,"['tong2', 'tong3', 'tiao3', 'tiao5', 'tiao7', 'wan2', 'wan4', 'wan6', 'wan6', 'wan7', 'nan', 'nan', 'fc']","['flower2', 'flower4']",12,1,1,2,2,0,0,7,0
250,"['tong4', 'tong5', 'tong7', 'tiao1', 'tiao4', 'tiao4', 'wan1', 'wan5', 'wan8', 'wan9', 'dong', 'dong', 'nan']",['flower3'],9,1,3,1,2,0,0,3,0
251,"['tong2', 'tong3', 'tong6', 'tong8', 'tong9', 'tiao4', 'tiao5', 'wan4', 'wan5', 'wan8', 'xi', 'bei', 'bei']",['flower3'],9,2,3,1,1,0,0,5,0
252,"['tong1', 'tong6', 'tong6', 'tiao2', 'tiao3', 'tiao4', 'tiao6', 'tiao9', 'wan1', 'wan3', 'wan5', 'dong', 'bei']",[],8,1,1,0,1,0,0,5,0
253,"['tong1', 'tong6', 'tong7', 'tiao2', 'tiao3', 'tiao9', 'tiao9', 'wan6', 'wan7', 'dong', 'dong', 'xi', 'bei']",[],9,3,4,0,2,0,0,3,0
254,"['tong1', 'tong3', 'tong4', 'tong9', 'tong9', 'tiao3', 'tiao6', 'tiao9', 'wan5', 'wan7', 'wan8', 'dong', 'xi']","['flower2', 'flower4']",8,2,4,2,1,0,0,4,0
255,"['tong5', 'tong7', 'tong8', 'tiao5', 'tiao5', 'tiao7', 'tiao8', 'wan2', 'wan2', 'wan3', 'wan9', 'xi', 'bb']",[],12,4,2,0,2,0,0,7,0
256,"['tong2', 'tong2', 'tong2', 'tong4', 'tong6', 'tong8', 'tong8', 'tong9', 'tiao7', 'wan2', 'wan4', 'xi', 'bb']",[],16,1,2,0,2,1,0,8,0
257,"['tong1', 'tong8', 'tong9', 'tiao3', 'tiao4', 'tiao8', 'wan1', 'wan6', 'wan8', 'dong', 'nan', 'bei', 'bb']",[],4,4,4,0,0,0,0,3,0
258,"['tong1', 'tong1', 'tong6', 'tong7', 'tong8', 'tiao2', 'tiao6', 'wan1', 'wan4', 'wan7', 'dong', 'dong', 'nan']",['flower3'],8,3,4,1,2,0,0,2,0
259,"['tong3', 'tong7', 'tong7', 'tong8', 'tiao3', 'tiao5', 'tiao7', 'tiao9', 'wan3', 'wan3', 'xi', 'fc', 'fc']","['flower3', 'flower4']",13,4,1,2,3,0,0,5,0
260,"['tong3', 'tong7', 'tong9', 'tiao3', 'tiao4', 'tiao6', 'tiao6', 'tiao9', 'wan2', 'wan9', 'dong', 'bb', 'fc']",['flower1'],5,4,3,1,1,0,0,3,0
261,"['tong3', 'tong4', 'tong5', 'tong9', 'tiao1', 'tiao3', 'tiao7', 'wan2', 'wan9', 'dong', 'nan', 'hz', 'hz']",[],7,2,3,0,1,0,0,3,0
262,"['tong3', 'tong5', 'tong7', 'tong9', 'tiao1', 'tiao3', 'tiao5', 'tiao7', 'tiao8', 'bei', 'hz', 'fc']","['flower1', 'flower3']",12,2,3,2,0,0,0,7,1
263,"['tong3', 'tong4', 'tiao1', 'tiao7', 'tiao8', 'tiao8', 'wan2', 'wan3', 'wan5', 'wan7', 'wan7', 'hz', 'bb']",['flower4'],9,3,2,1,2,0,0,5,0
